id,firstname,surname,born,bornYear,bornMonth,bornDay,died,diedYear,diedMonth,diedDay,ageDied,ageCurrent,ageCurrentBin,age,ageBin,bornCountry,bornCountryCode,bornCountryClean,bornCountryBin,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,timesPrizeWon,timesPrizeWonOther,overallMotivation,share,prizeShare,motivation,workPublishYear,yearsSincePublishedBin,name,city,country,countryClean,URLpage,URLpicture
609,Roger,Martin du Gard,1881-03-23,1881,Mar,23,22/8/1958,1958,Aug,22,77,,Deceased,56,51-60,France,FR,France,France,Neuilly-sur-Seine,France,FR,Bellême,male,1937,literature,1,,,1,1/1,"""for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1937/Gard,https://www.nobelprize.org/images/gard-13009-portrait-mini-2x.jpg
610,Pearl,Buck,1892-06-26,1892,Jun,26,6/3/1973,1973,Mar,6,81,,Deceased,46,41-50,USA,US,USA,USA,Hillsboro WV,USA,US,Danby VT,female,1938,literature,1,,,1,1/1,"""for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1938/Buck,https://www.nobelprize.org/images/buck-13015-portrait-mini-2x.jpg
613,Frans Eemil,Sillanpää,1888-09-16,1888,Sep,16,3/6/1964,1964,Jun,3,76,,Deceased,51,51-60,Russian Empire (now Finland),FI,Finland,Other (<20 Laureates),Hämeenkyrö,Finland,FI,Helsinki,male,1939,literature,1,,,1,1/1,"""for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1939/Sillanpaa/facts/,https://www.nobelprize.org/images/sillanpaa-13021-portrait-mini-2x.jpg
614,Johannes V.,Jensen,1873-01-20,1873,Jan,20,25/11/1950,1950,Nov,25,77,,Deceased,71,71-80,Denmark,DK,Denmark,Other (<20 Laureates),Farsø,Denmark,DK,Copenhagen,male,1944,literature,1,,,1,1/1,"""for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold freshly creative style""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1944/Jensen,https://www.nobelprize.org/images/jensen-13029-portrait-mini-2x.jpg
615,Gabriela,Mistral,1889-04-07,1889,Apr,7,10/1/1957,1957,Jan,10,68,,Deceased,56,51-60,Chile,CL,Chile,Other (<20 Laureates),Vicuña,USA,US,Hempstead NY,female,1945,literature,1,,,1,1/1,"""for her lyric poetry which inspired by powerful emotions has made her name a symbol of the idealistic aspirations of the entire Latin American world""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1945/Mistral,https://www.nobelprize.org/images/mistral-13035-portrait-mini-2x.jpg
617,Hermann,Hesse,1877-07-02,1877,Jul,2,9/8/1962,1962,Aug,9,85,,Deceased,69,61-70,Germany,DE,Germany,Germany,Calw,Switzerland,CH,Montagnola,male,1946,literature,1,,,1,1/1,"""for his inspired writings which while growing in boldness and penetration exemplify the classical humanitarian ideals and high qualities of style""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1946/Hesse,https://www.nobelprize.org/images/hesse-13044-portrait-mini-2x.jpg
618,André,Gide,1869-11-22,1869,Nov,22,19/2/1951,1951,Feb,19,82,,Deceased,78,71-80,France,FR,France,France,Paris,France,FR,Paris,male,1947,literature,1,,,1,1/1,"""for his comprehensive and artistically significant writings in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1947/Gide,https://www.nobelprize.org/images/gide-13050-portrait-mini-2x.jpg
619,T.S.,Eliot,1888-09-26,1888,Sep,26,4/1/1965,1965,Jan,4,77,,Deceased,60,51-60,USA,US,USA,USA,St. Louis MO,UK,GB,London,male,1948,literature,1,,,1,1/1,"""for his outstanding pioneer contribution to present-day poetry""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1948/Eliot,https://www.nobelprize.org/images/eliot-13058-portrait-mini-2x.jpg
620,William,Faulkner,1897-09-25,1897,Sep,25,6/7/1962,1962,Jul,6,65,,Deceased,52,51-60,USA,US,USA,USA,New Albany MS,USA,US,Byhalia MS,male,1949,literature,1,,,1,1/1,"""for his powerful and artistically unique contribution to the modern American novel""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1949/Faulkner,https://www.nobelprize.org/images/faulkner-13062-portrait-mini-2x.jpg
621,Bertrand,Russell,1872-05-18,1872,May,18,2/2/1970,1970,Feb,2,98,,Deceased,78,71-80,UK,GB,UK,UK,Trelleck,UK,GB,Penrhyndeudraeth,male,1950,literature,1,,,1,1/1,"""in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1950/Russell,https://www.nobelprize.org/images/russell-13069-portrait-mini-2x.jpg
622,Pär,Lagerkvist,1891-05-23,1891,May,23,11/7/1974,1974,Jul,11,83,,Deceased,60,51-60,Sweden,SE,Sweden,Sweden,Växjö,Sweden,SE,Stockholm,male,1951,literature,1,,,1,1/1,"""for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1951/Lagerkvist,https://www.nobelprize.org/images/lagerkvist-13077-portrait-mini-2x.jpg
623,François,Mauriac,1885-10-11,1885,Oct,11,1/9/1970,1970,Sep,1,85,,Deceased,67,61-70,France,FR,France,France,Bordeaux,France,FR,Paris,male,1952,literature,1,,,1,1/1,"""for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1952/Mauriac,https://www.nobelprize.org/images/mauriac-13084-portrait-mini-2x.jpg
624,Winston,Churchill,1874-11-30,1874,Nov,30,24/1/1965,1965,Jan,24,91,,Deceased,79,71-80,UK,GB,UK,UK,Woodstock,UK,GB,London,male,1953,literature,1,,,1,1/1,"""for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1953/Churchill,https://www.nobelprize.org/images/churchill-13090-portrait-mini-2x.jpg
625,Ernest,Hemingway,1899-07-21,1899,Jul,21,2/7/1961,1961,Jul,2,62,,Deceased,55,51-60,USA,US,USA,USA,Oak Park IL,USA,US,Ketchum ID,male,1954,literature,1,,,1,1/1,"""for his mastery of the art of narrative most recently demonstrated in <I>The Old Man and the Sea</I> and for the influence that he has exerted on contemporary style""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1954/Hemingway,https://www.nobelprize.org/images/hemingway-13096-portrait-mini-2x.jpg
626,Halldór,Laxness,23/4/1902,1902,Apr,23,8/2/1998,1998,Feb,8,96,,Deceased,53,51-60,Iceland,IS,Iceland,Other (<20 Laureates),Reykjavik,Iceland,IS,Reykjavik,male,1955,literature,1,,,1,1/1,"""for his vivid epic power which has renewed the great narrative art of Iceland""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1955/Laxness,https://www.nobelprize.org/images/laxness-13104-portrait-mini-2x.jpg
627,Juan Ramón,Jiménez,1881-12-24,1881,Dec,24,29/5/1958,1958,May,29,77,,Deceased,75,71-80,Spain,ES,Spain,Other (<20 Laureates),Moguer,Puerto Rico,PR,San Juan,male,1956,literature,1,,,1,1/1,"""for his lyrical poetry which in Spanish language constitutes an example of high spirit and artistical purity""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1956/Jimenez,https://www.nobelprize.org/images/jimenez-13110-portrait-mini-2x.jpg
628,Albert,Camus,7/11/1913,1913,Nov,7,4/1/1960,1960,Jan,4,47,,Deceased,44,41-50,French Algeria (now Algeria),DZ,Algeria,Other (<20 Laureates),Mondovi,France,FR,Sens,male,1957,literature,1,,,1,1/1,"""for his important literary production which with clear-sighted earnestness illuminates the problems of the human conscience in our times""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1957/Camus,https://www.nobelprize.org/images/camus-13118-portrait-mini-2x.jpg
629,Boris,Pasternak,1890-02-10,1890,Feb,10,30/5/1960,1960,May,30,70,,Deceased,68,61-70,Russia,RU,Russia,Russia,Moscow,Russia,RU,Peredelkino,male,1958,literature,1,,,1,1/1,"""for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1958/Pasternak,https://www.nobelprize.org/images/pasternak-13124-portrait-mini-2x.jpg
630,Salvatore,Quasimodo,20/8/1901,1901,Aug,20,14/6/1968,1968,Jun,14,67,,Deceased,58,51-60,Italy,IT,Italy,Other (<20 Laureates),Modica,Italy,IT,Naples,male,1959,literature,1,,,1,1/1,"""for his lyrical poetry which with classical fire expresses the tragic experience of life in our own times""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1959/Quasimodo,https://www.nobelprize.org/images/quasimodo-13133-portrait-mini-2x.jpg
631,Saint-John,Perse,1887-05-31,1887,May,31,20/9/1975,1975,Sep,20,88,,Deceased,73,71-80,Guadeloupe Island,GP,Guadeloupe Island,Other (<20 Laureates),Pointe-à-Pitre,France,FR,Presqu'île-de-Giens,male,1960,literature,1,,,1,1/1,"""for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1960/Perse,https://www.nobelprize.org/images/perse-13140-portrait-mini-2x.jpg
633,Ivo,Andric,1892-10-10,1892,Oct,10,13/3/1975,1975,Mar,13,83,,Deceased,69,61-70,Bosnia (now Bosnia and Herzegovina),BA,Bosnia and Herzegovina,Other (<20 Laureates),Dolac,Yugoslavia (now Serbia),RS,Belgrade,male,1961,literature,1,,,1,1/1,"""for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1961/Andric,https://www.nobelprize.org/images/andric-13146-portrait-mini-2x.jpg
634,John,Steinbeck,27/2/1902,1902,Feb,27,20/12/1968,1968,Dec,20,66,,Deceased,60,51-60,USA,US,USA,USA,Salinas CA,USA,US,New York NY,male,1962,literature,1,,,1,1/1,"""for his realistic and imaginative writings combining as they do sympathetic humour and keen social perception""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1962/Steinbeck,https://www.nobelprize.org/images/steinbeck-13153-portrait-mini-2x.jpg
635,Giorgos,Seferis,13/3/1900,1900,Mar,13,20/9/1971,1971,Sep,20,71,,Deceased,63,61-70,Ottoman Empire (now Turkey),TR,Turkey,Other (<20 Laureates),Smyrna (now Izmir),Greece,GR,Athens,male,1963,literature,1,,,1,1/1,"""for his eminent lyrical writing inspired by a deep feeling for the Hellenic world of culture""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1963/Seferis,https://www.nobelprize.org/images/seferis-13161-portrait-mini-2x.jpg
637,Jean-Paul,Sartre,21/6/1905,1905,Jun,21,15/4/1980,1980,Apr,15,75,,Deceased,59,51-60,France,FR,France,France,Paris,France,FR,Paris,male,1964,literature,1,,,1,1/1,"""for his work which rich in ideas and filled with the spirit of freedom and the quest for truth has exerted a far-reaching influence on our age""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1964/Sartre,https://www.nobelprize.org/images/sartre-13171-portrait-mini-2x.jpg
638,Mikhail,Sholokhov,24/5/1905,1905,May,24,21/2/1984,1984,Feb,21,79,,Deceased,60,51-60,Russia,RU,Russia,Russia,Veshenskaya,USSR (now Russia),RU,Veshenskaya,male,1965,literature,1,,,1,1/1,"""for the artistic power and integrity with which in his epic of the Don he has given expression to a historic phase in the life of the Russian people""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1965/Sholokhov,https://www.nobelprize.org/images/sholokhov-13179-portrait-mini-2x.jpg
639,Shmuel,Agnon,1888-07-17,1888,Jul,17,17/2/1970,1970,Feb,17,82,,Deceased,78,71-80,Austria-Hungary (now Ukraine),UA,Ukraine,Other (<20 Laureates),Buczacz (now Buchach),Israel,IL,Rehovot,male,1966,literature,1,,,2,1/2,"""for his profoundly characteristic narrative art with motifs from the life of the Jewish people""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1966/Agnon,https://www.nobelprize.org/images/agnon-13188-portrait-mini-2x.jpg
640,Nelly,Sachs,1891-12-10,1891,Dec,10,12/5/1970,1970,May,12,79,,Deceased,75,71-80,Germany,DE,Germany,Germany,Berlin,Sweden,SE,Stockholm,female,1966,literature,1,,,2,1/2,"""for her outstanding lyrical and dramatic writing which interprets Israel's destiny with touching strength """,,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1966/Sachs,https://www.nobelprize.org/images/sachs-13868-portrait-mini-2x.jpg
641,Miguel Angel,Asturias,1899-10-19,1899,Oct,19,9/6/1974,1974,Jun,9,75,,Deceased,68,61-70,Guatemala,GT,Guatemala,Other (<20 Laureates),Guatemala City,Spain,ES,Madrid,male,1967,literature,1,,,1,1/1,"""for his vivid literary achievement deep-rooted in the national traits and traditions of Indian peoples of Latin America""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1967/Asturias,https://www.nobelprize.org/images/asturias-13195-portrait-mini-2x.jpg
642,Yasunari,Kawabata,1899-06-11,1899,Jun,11,16/4/1972,1972,Apr,16,73,,Deceased,69,61-70,Japan,JP,Japan,Japan,Osaka,Japan,JP,Zushi,male,1968,literature,1,,,1,1/1,"""for his narrative mastery which with great sensibility expresses the essence of the Japanese mind""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1968/Kawabata,https://www.nobelprize.org/images/kawabata-13201-portrait-mini-2x.jpg
643,Samuel,Beckett,13/4/1906,1906,Apr,13,22/12/1989,1989,Dec,22,83,,Deceased,63,61-70,Ireland,IE,Ireland,Other (<20 Laureates),Dublin,France,FR,Paris,male,1969,literature,1,,,1,1/1,"""for his writing which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1969/Beckett,https://www.nobelprize.org/images/beckett-13211-portrait-mini-2x.jpg
644,Alexandr,Solzhenitsyn,11/12/1918,1918,Dec,11,3/8/2008,2008,Aug,3,90,,Deceased,52,51-60,Russia,RU,Russia,Russia,Kislovodsk,Russia,RU,Troitse-Lykovo,male,1970,literature,1,,,1,1/1,"""for the ethical force with which he has pursued the indispensable traditions of Russian literature""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1970/Solzhenitsyn,https://www.nobelprize.org/images/solzhenitsyn-13219-portrait-mini-2x.jpg
645,Pablo,Neruda,12/7/1904,1904,Jul,12,23/9/1973,1973,Sep,23,69,,Deceased,67,61-70,Chile,CL,Chile,Other (<20 Laureates),Parral,Chile,CL,Santiago,male,1971,literature,1,,,1,1/1,"""for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1971/Neruda,https://www.nobelprize.org/images/neruda-13228-portrait-mini-2x.jpg
647,Heinrich,Böll,21/12/1917,1917,Dec,21,16/7/1985,1985,Jul,16,68,,Deceased,55,51-60,Germany,DE,Germany,Germany,Cologne,West Germany (now Germany),DE,Bornheim-Merten,male,1972,literature,1,,,1,1/1,"""for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1972/Boll,https://www.nobelprize.org/images/boll-13237-portrait-mini-2x.jpg
648,Patrick,White,28/5/1912,1912,May,28,30/9/1990,1990,Sep,30,78,,Deceased,61,61-70,UK,GB,UK,UK,London,Australia,AU,Sydney,male,1973,literature,1,,,1,1/1,"""for an epic and psychological narrative art which has introduced a new continent into literature""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1973/White,https://www.nobelprize.org/images/white-13246-portrait-mini-2x.jpg
649,Eyvind,Johnson,29/7/1900,1900,Jul,29,25/8/1976,1976,Aug,25,76,,Deceased,74,71-80,Sweden,SE,Sweden,Sweden,Svartbjörnsbyn,Sweden,SE,Stockholm,male,1974,literature,1,,,2,1/2,"""for a narrative art far-seeing in lands and ages in the service of freedom""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1974/Johnson,https://www.nobelprize.org/images/johnson-13258-portrait-mini-2x.jpg
650,Harry,Martinson,6/5/1904,1904,May,6,11/2/1978,1978,Feb,11,74,,Deceased,70,61-70,Sweden,SE,Sweden,Sweden,Jämshög,Sweden,SE,Stockholm,male,1974,literature,1,,,2,1/2,"""for writings that catch the dewdrop and reflect the cosmos""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1974/Martinson,https://www.nobelprize.org/images/martinson-13259-portrait-mini-2x.jpg
651,Eugenio,Montale,1896-10-12,1896,Oct,12,12/9/1981,1981,Sep,12,85,,Deceased,79,71-80,Italy,IT,Italy,Other (<20 Laureates),Genoa,Italy,IT,Milan,male,1975,literature,1,,,1,1/1,"""for his distinctive poetry which with great artistic sensitivity has interpreted human values under the sign of an outlook on life with no illusions""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1975/Montale,https://www.nobelprize.org/images/montale-13271-portrait-mini-2x.jpg
652,Saul,Bellow,10/6/1915,1915,Jun,10,5/4/2005,2005,Apr,5,90,,Deceased,61,61-70,Canada,CA,Canada,Canada,Montreal,USA,US,Brookline MA,male,1976,literature,1,,,1,1/1,"""for the human understanding and subtle analysis of contemporary culture that are combined in his work""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1976/Bellow,https://www.nobelprize.org/images/bellow-13281-portrait-mini-2x.jpg
653,Vicente,Aleixandre,1898-04-26,1898,Apr,26,14/12/1984,1984,Dec,14,86,,Deceased,79,71-80,Spain,ES,Spain,Other (<20 Laureates),Sevilla,Spain,ES,Madrid,male,1977,literature,1,,,1,1/1,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/1977/Aleixandre,https://www.nobelprize.org/images/aleixandre-13291-portrait-mini-2x.jpg
